ticket_id,customer_id,timestamp,channel,issue_type,resolution_time_min,was_resolved
T51230,C100546,20/02/2023 00:00,whatsapp,billing,118.0,1.0
T88078,C100460,2021-06-30 00:00:00,email,??,,0.0
T60544,C100039,2022-08-19 00:00:00,phone,??,292.0,1.0
T36909,C100103,2021-06-15 00:00:00,chat,,71.0,
T53700,C101404,2021-01-11 00:00:00,email,general,12.0,
T68414,C100785,2023-11-02 00:00:00,email,technical,66.0,
T70939,C100555,2022-07-08 00:00:00,,,206.0,0.0
T68046,C101185,2023-02-15 00:00:00,email,billing,57.0,1.0
T83570,C101413,2022-03-31 00:00:00,whatsapp,technical,285.0,0.0
T62606,C101390,28/06/2024 00:00,phone,billing,130.0,
T86523,C100857,2022-12-25 00:00:00,,general,147.0,0.0
T25135,C100719,2021-06-22 00:00:00,,general,264.0,
T21685,C101214,2023-02-12 00:00:00,chat,billing,290.0,
T59878,C101337,26/05/2021 00:00,chat,billing,156.0,1.0
T48945,C100690,2022-07-08 00:00:00,email,??,90.0,1.0
T27683,C100833,2025-01-23 00:00:00,chat,,50.0,
T34631,C100389,2024-02-14 00:00:00,phone,general,237.0,0.0
T16565,C100489,27/03/2024 00:00,phone,general,270.0,0.0
T31373,C101430,2023-02-23 00:00:00,email,,38.0,0.0
T97183,C101093,26/01/2025 00:00,chat,??,,0.0
T94143,C100276,2022-01-01 00:00:00,email,??,275.0,
T39599,C100240,2022-10-07 00:00:00,phone,technical,138.0,
T60061,C100786,2023-06-18 00:00:00,phone,??,180.0,1.0
T55016,C100387,28/04/2023 00:00,email,technical,154.0,
T68262,C100315,2024-12-08 00:00:00,email,technical,253.0,1.0
T95238,C100447,13/12/2022 00:00,,general,42.0,
T59701,C100722,2023-01-13 00:00:00,,general,189.0,1.0
T86529,C100489,17/02/2022 00:00,,general,131.0,
T46321,C101388,04/04/2022 00:00,phone,technical,140.0,1.0
T44730,C100930,2024-06-03 00:00:00,whatsapp,,,1.0
T26637,C100775,05/07/2023 00:00,chat,general,205.0,1.0
T57547,C100292,20/05/2021 00:00,,general,181.0,0.0
T11101,C100577,17/05/2024 00:00,email,billing,71.0,0.0
T63770,C100749,2023-01-29 00:00:00,phone,technical,295.0,
T40405,C100852,18/05/2024 00:00,phone,billing,116.0,0.0
T95254,C101237,2024-04-22 00:00:00,email,??,,1.0
T72124,C100396,20/10/2021 00:00,phone,general,288.0,0.0
T86409,C100724,2023-03-30 00:00:00,,general,47.0,
T98851,C100284,14/07/2021 00:00,chat,,18.0,1.0
T97799,C101220,2021-12-30 00:00:00,phone,general,76.0,0.0
T99020,C100503,03/09/2023 00:00,whatsapp,technical,96.0,0.0
T98668,C100476,16/01/2022 00:00,email,billing,190.0,0.0
T58100,C100384,2023-01-22 00:00:00,email,general,297.0,1.0
T72642,C100654,2021-09-09 00:00:00,email,general,97.0,1.0
T13900,C100864,25/02/2024 00:00,email,general,247.0,1.0
T73851,C100615,2021-07-17 00:00:00,chat,billing,,
T79304,C100859,2022-09-26 00:00:00,email,billing,264.0,
T44947,C100239,2022-06-29 00:00:00,whatsapp,??,219.0,
T32311,C100350,2022-04-15 00:00:00,,technical,166.0,
T90709,C101110,2021-02-24 00:00:00,email,technical,103.0,
T60072,C100148,2022-11-04 00:00:00,email,technical,,
T56280,C100553,2024-07-10 00:00:00,phone,technical,,1.0
T81745,C100467,2022-07-03 00:00:00,chat,,212.0,1.0
T63123,C101209,09/03/2023 00:00,chat,??,55.0,1.0
T27443,C100445,22/11/2021 00:00,whatsapp,technical,121.0,0.0
T51836,C100201,26/07/2021 00:00,chat,technical,41.0,0.0
T80115,C100153,2022-08-04 00:00:00,email,billing,27.0,0.0
T79575,C101232,05/11/2024 00:00,,technical,128.0,
T67514,C100977,2021-04-02 00:00:00,phone,billing,140.0,
T79859,C100866,2023-06-29 00:00:00,email,technical,15.0,1.0
T56968,C100644,10/06/2022 00:00,chat,billing,32.0,0.0
T39431,C101131,2023-01-04 00:00:00,whatsapp,general,168.0,0.0
T77470,C100831,2022-03-20 00:00:00,email,billing,256.0,1.0
T22036,C100322,25/02/2021 00:00,email,billing,99.0,1.0
T92092,C100495,22/03/2021 00:00,email,??,279.0,0.0
T80802,C101294,03/12/2022 00:00,phone,billing,210.0,0.0
T19823,C100584,2021-10-27 00:00:00,,,245.0,0.0
T28695,C100585,2024-12-17 00:00:00,phone,billing,157.0,1.0
T36642,C101410,2022-07-12 00:00:00,phone,,200.0,1.0
T83583,C100509,20/08/2023 00:00,chat,billing,25.0,1.0
T77072,C101090,2021-05-17 00:00:00,chat,billing,206.0,1.0
T94168,C100560,2024-01-20 00:00:00,,,55.0,1.0
T48999,C100426,2023-05-19 00:00:00,whatsapp,general,,1.0
T18475,C101415,2021-05-30 00:00:00,whatsapp,,26.0,1.0
T18630,C101404,02/12/2023 00:00,chat,,277.0,1.0
T77821,C101009,2022-08-31 00:00:00,phone,,37.0,1.0
T14973,C100336,09/06/2022 00:00,email,,123.0,0.0
T72898,C100410,21/03/2023 00:00,,technical,13.0,1.0
T17064,C100638,16/03/2022 00:00,chat,technical,101.0,0.0
T62218,C100448,2025-02-02 00:00:00,email,technical,206.0,
T94911,C100362,2022-05-24 00:00:00,chat,,,1.0
T43736,C100356,2021-03-25 00:00:00,chat,,98.0,
T34530,C101213,2021-09-29 00:00:00,phone,technical,170.0,
T55865,C100503,04/09/2021 00:00,phone,technical,215.0,0.0
T80928,C100356,27/06/2021 00:00,email,general,118.0,0.0
T97935,C100958,2024-06-09 00:00:00,,billing,191.0,0.0
T11057,C101289,2023-06-25 00:00:00,,??,99.0,0.0
T79521,C101435,22/10/2021 00:00,email,,127.0,
T42767,C100215,12/09/2021 00:00,phone,technical,164.0,0.0
T40086,C100390,10/08/2021 00:00,,general,41.0,0.0
T90031,C100817,30/06/2022 00:00,chat,technical,99.0,0.0
T73197,C101226,2024-03-10 00:00:00,chat,billing,287.0,
T13442,C101472,2021-01-13 00:00:00,chat,technical,239.0,0.0
T21052,C100884,2021-05-14 00:00:00,whatsapp,billing,235.0,0.0
T39490,C101101,27/09/2024 00:00,,technical,261.0,
T11684,C100423,2023-06-25 00:00:00,whatsapp,general,262.0,
T31034,C101070,2023-06-19 00:00:00,whatsapp,general,,0.0
T89544,C100773,2021-04-15 00:00:00,,,108.0,1.0
T55878,C100065,2022-02-04 00:00:00,chat,,105.0,
T45775,C101226,26/04/2024 00:00,phone,general,,
T58766,C100550,03/11/2021 00:00,email,,137.0,
T25144,C101071,2022-09-17 00:00:00,email,technical,,1.0
T30633,C100520,2022-01-24 00:00:00,whatsapp,technical,,1.0
T89088,C100046,2021-03-02 00:00:00,email,,299.0,0.0
T27374,C100875,22/06/2023 00:00,phone,,241.0,
T31963,C100467,05/12/2024 00:00,,??,32.0,1.0
T72379,C101381,2021-01-16 00:00:00,email,billing,89.0,
T70621,C100665,2024-07-18 00:00:00,chat,,138.0,1.0
T72681,C101119,09/03/2021 00:00,,,167.0,
T31857,C101137,2023-11-12 00:00:00,chat,,218.0,1.0
T34401,C100304,2024-02-21 00:00:00,whatsapp,??,223.0,1.0
T87086,C100848,30/03/2021 00:00,whatsapp,,259.0,1.0
T70482,C100718,20/12/2021 00:00,email,billing,39.0,0.0
T71621,C100728,14/05/2024 00:00,phone,technical,246.0,1.0
T73806,C100157,15/03/2021 00:00,whatsapp,??,135.0,1.0
T31969,C101005,2021-06-08 00:00:00,chat,,82.0,1.0
T12459,C100227,2023-10-23 00:00:00,chat,??,90.0,
T73574,C100060,2022-09-18 00:00:00,phone,billing,62.0,0.0
T51350,C100696,2024-05-31 00:00:00,,general,258.0,0.0
T32455,C101399,2023-10-28 00:00:00,chat,general,182.0,
T99057,C100752,25/09/2023 00:00,email,,231.0,0.0
T92577,C101271,01/04/2022 00:00,email,??,,1.0
T25719,C101264,09/05/2024 00:00,phone,,272.0,0.0
T27927,C101069,03/06/2024 00:00,chat,technical,183.0,0.0
T89143,C100500,2024-01-10 00:00:00,phone,billing,277.0,
T97534,C100669,2023-12-12 00:00:00,chat,,114.0,0.0
T12400,C100987,13/12/2023 00:00,,general,250.0,
T24174,C100720,2021-11-09 00:00:00,phone,general,274.0,
T60356,C100771,2024-12-13 00:00:00,chat,billing,39.0,1.0
T90640,C101289,2024-07-06 00:00:00,whatsapp,??,37.0,0.0
T27809,C100890,2021-12-06 00:00:00,phone,billing,250.0,
T51415,C100245,2022-10-13 00:00:00,whatsapp,billing,36.0,0.0
T12035,C101315,2021-07-07 00:00:00,phone,??,7.0,1.0
T18147,C100555,01/05/2022 00:00,chat,technical,60.0,0.0
T27271,C100031,30/11/2024 00:00,,,23.0,
T64828,C100595,2024-05-08 00:00:00,,billing,,
T83965,C100603,2022-05-16 00:00:00,phone,billing,150.0,1.0
T35251,C100783,2022-10-03 00:00:00,whatsapp,,199.0,1.0
T22514,C100733,20/12/2023 00:00,phone,??,104.0,0.0
T91138,C100044,30/01/2021 00:00,email,technical,79.0,1.0
T82336,C100638,2024-07-04 00:00:00,whatsapp,,270.0,0.0
T98977,C100493,08/12/2022 00:00,email,technical,293.0,
T87007,C100856,2024-12-29 00:00:00,phone,general,36.0,0.0
T21989,C100521,2024-07-29 00:00:00,email,??,,0.0
T69368,C100941,2022-11-20 00:00:00,phone,,39.0,0.0
T65591,C100464,28/02/2021 00:00,email,??,51.0,1.0
T39904,C100588,24/08/2024 00:00,email,general,256.0,
T98352,C100227,2023-11-30 00:00:00,whatsapp,,210.0,0.0
T64781,C100145,2022-02-06 00:00:00,,general,,
T73493,C100453,2022-01-06 00:00:00,email,,177.0,0.0
T18258,C100867,19/08/2021 00:00,email,billing,41.0,0.0
T57744,C100000,2021-08-27 00:00:00,,??,246.0,1.0
T10043,C100716,02/12/2023 00:00,,,253.0,
T49960,C101082,27/09/2022 00:00,phone,general,48.0,
T20654,C101159,2022-05-05 00:00:00,,billing,291.0,0.0
T75038,C100417,2021-06-13 00:00:00,email,??,200.0,0.0
T65153,C100179,29/06/2022 00:00,,general,102.0,0.0
T87116,C100462,10/02/2022 00:00,phone,billing,163.0,
T13539,C100044,2021-08-10 00:00:00,email,technical,,1.0
T80588,C101432,2023-01-29 00:00:00,phone,billing,295.0,
T42164,C100324,14/05/2024 00:00,,billing,261.0,
T88398,C100280,2021-10-20 00:00:00,chat,billing,87.0,0.0
T89914,C100935,2022-04-01 00:00:00,phone,,244.0,0.0
T88703,C100342,2021-11-05 00:00:00,chat,billing,213.0,0.0
T24565,C100708,13/08/2022 00:00,email,??,40.0,
T99481,C100381,27/07/2021 00:00,chat,general,262.0,
T82698,C100344,2024-10-11 00:00:00,chat,,26.0,
T39978,C100443,2024-04-24 00:00:00,email,technical,100.0,1.0
T54995,C100157,04/11/2023 00:00,chat,billing,26.0,1.0
T30116,C100800,08/10/2023 00:00,email,billing,103.0,
T95457,C100332,12/03/2024 00:00,phone,??,2.0,
T94808,C101206,15/09/2022 00:00,phone,technical,,
T93928,C100239,2021-11-14 00:00:00,whatsapp,technical,55.0,1.0
T53321,C100075,14/01/2025 00:00,chat,technical,141.0,0.0
T23518,C100245,12/07/2024 00:00,email,,25.0,
T10000,C101448,01/06/2023 00:00,,,,
T76486,C101457,2022-06-04 00:00:00,whatsapp,??,298.0,
T34366,C100094,2023-04-01 00:00:00,,technical,153.0,
T91735,C100872,30/10/2023 00:00,whatsapp,general,44.0,0.0
T70057,C100031,17/08/2022 00:00,whatsapp,,151.0,0.0
T43923,C101140,2023-10-01 00:00:00,email,general,118.0,1.0
T86259,C100331,17/08/2023 00:00,phone,technical,278.0,0.0
T87513,C100893,2023-06-14 00:00:00,chat,general,215.0,0.0
T99092,C100641,03/02/2024 00:00,chat,general,235.0,0.0
T19520,C100094,2021-01-12 00:00:00,,??,83.0,
T90029,C101432,19/04/2021 00:00,email,,234.0,1.0
T10159,C100221,2024-04-26 00:00:00,email,billing,245.0,1.0
T91237,C100211,20/02/2021 00:00,chat,billing,202.0,
T97172,C101073,27/12/2024 00:00,whatsapp,??,211.0,0.0
T65730,C100737,2024-04-22 00:00:00,chat,technical,65.0,1.0
T65363,C100933,2021-06-26 00:00:00,,billing,37.0,
T14913,C101023,2023-09-02 00:00:00,whatsapp,technical,107.0,
T37956,C101232,14/12/2024 00:00,,general,151.0,1.0
T37575,C100509,2024-02-15 00:00:00,,technical,62.0,
T11793,C100485,25/08/2024 00:00,chat,??,200.0,
T51224,C100226,2023-10-01 00:00:00,phone,??,230.0,0.0
T84786,C101471,2021-03-29 00:00:00,,billing,48.0,0.0
T15372,C101237,2022-10-20 00:00:00,chat,billing,230.0,
T66814,C100030,20/12/2021 00:00,email,,232.0,1.0
T15148,C100525,11/07/2021 00:00,phone,technical,131.0,0.0
T38323,C100266,2021-10-11 00:00:00,chat,technical,,0.0
T43593,C101074,01/08/2021 00:00,email,general,55.0,0.0
T33416,C101461,2021-12-10 00:00:00,email,??,292.0,1.0
T45528,C101423,2023-11-02 00:00:00,,billing,,0.0
T27953,C100642,01/07/2022 00:00,,technical,,0.0
T40928,C100750,2023-10-23 00:00:00,whatsapp,,75.0,1.0
T38415,C101249,20/08/2021 00:00,whatsapp,,49.0,1.0
T19798,,21/03/2024 00:00,email,??,,0.0
T10296,C100387,2024-11-27 00:00:00,chat,billing,213.0,
T40109,C101051,10/11/2021 00:00,phone,technical,50.0,
T60609,C101107,2022-06-11 00:00:00,,,196.0,
T19584,C100639,21/02/2022 00:00,phone,general,299.0,0.0
T95627,C100769,06/05/2022 00:00,,,17.0,1.0
T80701,C100393,2022-11-15 00:00:00,,technical,,0.0
T90850,C100513,2023-04-23 00:00:00,,,175.0,0.0
T67727,C100753,2021-01-14 00:00:00,whatsapp,billing,119.0,0.0
T70895,C101182,2021-12-06 00:00:00,whatsapp,??,90.0,1.0
T18039,C100360,2023-12-28 00:00:00,phone,??,60.0,0.0
T13866,C100952,2024-10-29 00:00:00,,billing,111.0,0.0
T49948,C100915,2022-08-03 00:00:00,phone,general,55.0,1.0
T90775,C100951,15/12/2023 00:00,chat,billing,220.0,0.0
T51152,C101495,20/07/2022 00:00,whatsapp,billing,56.0,1.0
T18782,C101400,2022-04-16 00:00:00,phone,billing,220.0,
T76944,C100692,06/04/2023 00:00,phone,,51.0,
T37032,C100019,2023-12-26 00:00:00,,general,177.0,
T82408,C100944,08/08/2021 00:00,chat,??,42.0,
T88828,C100018,2021-10-13 00:00:00,email,??,267.0,1.0
T53010,C100656,2021-03-19 00:00:00,phone,,237.0,
T53841,C100338,13/06/2024 00:00,chat,??,274.0,0.0
T40194,C100937,2022-03-11 00:00:00,chat,??,,0.0
T59764,C100848,2024-01-21 00:00:00,whatsapp,billing,193.0,
T10019,C100205,05/04/2021 00:00,email,??,281.0,
T91136,C100870,2023-09-19 00:00:00,whatsapp,technical,168.0,1.0
T57518,C100567,2021-04-08 00:00:00,,general,83.0,0.0
T68441,C100347,2022-05-11 00:00:00,chat,technical,62.0,0.0
T77895,C100005,2023-03-04 00:00:00,chat,??,68.0,
T28693,C100691,31/05/2024 00:00,,general,220.0,0.0
T23163,C101121,25/01/2022 00:00,,technical,264.0,0.0
T44242,C100150,05/05/2023 00:00,email,technical,213.0,0.0
T19329,C100817,11/06/2023 00:00,whatsapp,??,24.0,0.0
T31179,C100195,17/11/2023 00:00,,??,264.0,0.0
T56002,C100154,2021-06-17 00:00:00,chat,general,197.0,1.0
T86658,C101401,2022-10-29 00:00:00,phone,??,129.0,1.0
T40667,C100634,2022-01-05 00:00:00,chat,technical,130.0,
T54718,C101139,2023-07-20 00:00:00,phone,??,175.0,
T27965,C100609,2023-11-30 00:00:00,phone,billing,136.0,0.0
T98200,C100803,2023-05-14 00:00:00,chat,technical,51.0,1.0
T70345,C101425,15/02/2024 00:00,chat,general,128.0,1.0
T28839,C100205,05/04/2023 00:00,,??,55.0,
T32573,C100223,2024-11-25 00:00:00,phone,billing,252.0,
T58184,C100770,2024-07-04 00:00:00,,,250.0,
T10245,C101310,2021-10-14 00:00:00,phone,,,0.0
T50350,C100602,2021-01-27 00:00:00,phone,billing,137.0,0.0
T31638,C100229,2024-10-24 00:00:00,email,??,265.0,0.0
T54747,C100136,2023-04-17 00:00:00,chat,billing,276.0,0.0
T56177,C101295,05/02/2022 00:00,phone,billing,228.0,
T62684,C100324,08/04/2024 00:00,chat,technical,186.0,0.0
T68289,C101208,18/03/2024 00:00,email,technical,233.0,
T11224,C100959,2021-06-05 00:00:00,whatsapp,technical,273.0,0.0
T33021,C100909,2024-03-02 00:00:00,whatsapp,,174.0,1.0
T71379,C101392,2023-04-08 00:00:00,whatsapp,general,92.0,
T70526,C101008,2022-10-29 00:00:00,email,,270.0,1.0
T15933,C100209,20/01/2021 00:00,email,billing,292.0,1.0
T25836,C100100,2024-01-28 00:00:00,phone,general,265.0,1.0
T59234,C100295,2022-06-17 00:00:00,chat,general,129.0,
T62729,C101401,18/02/2024 00:00,chat,technical,66.0,0.0
T84101,C100877,13/12/2023 00:00,,,145.0,1.0
T12020,C100522,2023-09-09 00:00:00,chat,general,125.0,0.0
T37442,C100040,2024-10-02 00:00:00,,,288.0,0.0
T70173,C101326,2023-04-21 00:00:00,email,technical,288.0,
T81198,C100410,2024-07-12 00:00:00,chat,billing,20.0,
T58090,C100132,2021-03-22 00:00:00,email,general,158.0,
T80678,C100661,01/12/2024 00:00,chat,??,,1.0
T84816,C100133,07/04/2021 00:00,phone,,37.0,
T89367,C100049,2024-07-12 00:00:00,whatsapp,billing,,0.0
T87094,C100345,09/10/2022 00:00,phone,billing,222.0,0.0
T19963,C101469,30/01/2025 00:00,phone,technical,131.0,1.0
T66269,C100610,2023-12-14 00:00:00,,technical,235.0,0.0
T23722,C101168,26/03/2023 00:00,email,billing,24.0,
T73349,C100705,10/05/2023 00:00,phone,general,150.0,
T28727,C100849,2022-01-29 00:00:00,email,general,43.0,1.0
T13852,C100319,2021-10-30 00:00:00,phone,??,265.0,0.0
T42811,C100033,01/12/2023 00:00,chat,??,206.0,1.0
T92182,C100700,2021-07-15 00:00:00,chat,,,0.0
T49743,C100736,2022-12-11 00:00:00,phone,billing,290.0,1.0
T70260,C100237,2021-03-02 00:00:00,,billing,132.0,1.0
T40233,C101434,2021-09-10 00:00:00,whatsapp,,91.0,0.0
T53177,C101333,25/04/2023 00:00,phone,technical,231.0,0.0
T23810,C101010,2024-03-02 00:00:00,email,general,19.0,1.0
T23995,C100883,2022-01-21 00:00:00,,,142.0,
T32027,C100982,2022-02-15 00:00:00,,general,,0.0
T40864,C100901,2021-02-21 00:00:00,,,29.0,0.0
T12305,C100017,2024-04-09 00:00:00,email,??,159.0,1.0
T25376,C100981,2023-04-15 00:00:00,email,billing,205.0,
T43472,C101354,2024-12-17 00:00:00,phone,??,120.0,
T71138,C101034,2024-10-22 00:00:00,chat,general,288.0,
T50804,C101133,25/12/2024 00:00,phone,technical,49.0,0.0
T39017,C100978,30/01/2022 00:00,,billing,165.0,1.0
T65492,C101151,10/04/2023 00:00,phone,??,205.0,1.0
T33927,C100294,02/11/2024 00:00,phone,technical,87.0,1.0
T39312,C100367,2021-05-12 00:00:00,,,21.0,1.0
T10986,C100452,2022-04-11 00:00:00,email,technical,68.0,0.0
T35616,C100293,13/10/2024 00:00,chat,??,41.0,0.0
T26371,C100105,2022-04-22 00:00:00,,??,215.0,
T29931,C100234,09/01/2023 00:00,,billing,41.0,
T59646,C101040,2023-10-28 00:00:00,,general,246.0,0.0
T25617,C101319,16/12/2023 00:00,chat,billing,34.0,
T64739,C101271,28/10/2021 00:00,whatsapp,??,54.0,1.0
T22062,C100484,2025-02-05 00:00:00,email,,122.0,0.0
T49889,C101313,2022-03-17 00:00:00,email,general,69.0,
T48230,C100223,2023-10-01 00:00:00,,,166.0,
T59922,C100235,14/11/2023 00:00,phone,general,53.0,
T98266,C100663,02/05/2021 00:00,whatsapp,??,54.0,
T83669,C100583,2021-05-18 00:00:00,,billing,123.0,
T81944,C100915,2024-04-19 00:00:00,email,??,132.0,
T33898,C100716,2021-07-13 00:00:00,,general,142.0,0.0
T62880,C100930,2023-06-17 00:00:00,,??,254.0,1.0
T61245,C100469,29/07/2023 00:00,,technical,65.0,1.0
T23223,C100060,2022-10-25 00:00:00,,,102.0,
T68283,C100802,2022-07-16 00:00:00,,,204.0,0.0
T64265,C100620,2024-07-06 00:00:00,chat,billing,20.0,1.0
T80444,C100539,2022-10-20 00:00:00,whatsapp,technical,26.0,1.0
T55721,C100266,2023-02-20 00:00:00,chat,technical,51.0,1.0
T87249,C100186,26/10/2022 00:00,,billing,150.0,1.0
T66002,C100406,29/10/2023 00:00,phone,??,21.0,0.0
T99114,C101207,2022-05-18 00:00:00,whatsapp,,24.0,1.0
T80082,C101198,16/12/2023 00:00,chat,general,298.0,0.0
T43859,C100279,2023-12-09 00:00:00,chat,billing,180.0,
T73853,C100986,09/04/2021 00:00,phone,billing,5.0,0.0
T20306,C100360,2024-09-19 00:00:00,phone,billing,125.0,1.0
T24435,C100708,2021-05-13 00:00:00,email,technical,197.0,0.0
T92317,C100813,19/05/2021 00:00,chat,technical,222.0,1.0
T36662,C100973,2022-01-29 00:00:00,,??,,
T26639,C100645,30/06/2023 00:00,phone,??,149.0,
T72800,C100169,2022-04-24 00:00:00,,,78.0,
T22446,C101149,2024-10-18 00:00:00,email,,191.0,1.0
T40929,C100351,2024-02-20 00:00:00,,,131.0,0.0
T46567,C100074,23/09/2021 00:00,phone,,104.0,
T72253,C101045,2024-08-14 00:00:00,chat,general,29.0,
T26007,C101454,2021-05-22 00:00:00,email,technical,218.0,1.0
T60940,C100909,10/11/2023 00:00,phone,technical,119.0,1.0
T56555,C100274,2023-08-05 00:00:00,phone,,166.0,0.0
T20512,C100803,2024-12-20 00:00:00,email,,173.0,
T33821,C101282,2022-10-05 00:00:00,whatsapp,billing,108.0,1.0
T22624,C101351,2024-03-17 00:00:00,chat,,159.0,
T95278,C100998,2023-04-21 00:00:00,phone,general,,1.0
T10227,C101060,05/06/2021 00:00,,,277.0,0.0
T66096,C100465,2021-04-26 00:00:00,whatsapp,,169.0,0.0
T50566,C101043,2021-03-12 00:00:00,chat,billing,251.0,
T63315,C100762,2022-09-07 00:00:00,email,,,1.0
T84490,C100572,08/11/2024 00:00,chat,general,264.0,
T22712,C101170,2023-09-08 00:00:00,phone,technical,34.0,
T25474,C100993,2024-08-08 00:00:00,email,billing,143.0,1.0
T57639,C100024,2021-03-19 00:00:00,phone,,290.0,1.0
T96455,C100174,06/10/2021 00:00,chat,,222.0,0.0
T98846,C100039,09/02/2021 00:00,chat,,43.0,0.0
T49209,C100496,2023-03-22 00:00:00,email,billing,78.0,
T54670,C100578,2021-08-24 00:00:00,phone,??,238.0,1.0
T10391,C100022,2022-04-26 00:00:00,,,293.0,0.0
T72748,C100719,2023-05-07 00:00:00,phone,general,220.0,0.0
T11095,C101013,2023-01-01 00:00:00,,??,37.0,0.0
T85867,C100259,2024-04-02 00:00:00,email,general,245.0,1.0
T31593,C100580,20/08/2022 00:00,,technical,68.0,
T79126,C100345,19/05/2022 00:00,whatsapp,billing,44.0,0.0
T48545,C101000,09/07/2024 00:00,phone,general,111.0,1.0
T90100,C100516,2025-01-29 00:00:00,chat,??,7.0,
T86670,C101257,2021-09-18 00:00:00,whatsapp,technical,197.0,1.0
T33696,C100397,2022-07-15 00:00:00,,general,92.0,0.0
T97192,C101453,2024-05-13 00:00:00,email,technical,269.0,1.0
T35434,C100466,2024-08-09 00:00:00,phone,,38.0,1.0
T22572,C100226,2024-06-15 00:00:00,chat,technical,18.0,0.0
T62884,C100818,2022-10-23 00:00:00,phone,technical,82.0,
T51227,C100993,07/07/2023 00:00,email,general,104.0,0.0
T17646,C100374,18/11/2022 00:00,email,general,250.0,1.0
T82311,C100742,2024-02-29 00:00:00,whatsapp,general,53.0,
T26937,C100947,2024-10-10 00:00:00,email,,271.0,0.0
T81626,C100716,2023-04-16 00:00:00,phone,general,224.0,0.0
T30879,C100128,2021-07-17 00:00:00,,billing,144.0,
T76620,C101092,13/08/2022 00:00,phone,general,146.0,0.0
T17716,C100342,2023-06-25 00:00:00,,billing,216.0,0.0
T58587,C100425,2021-09-11 00:00:00,phone,,187.0,
T66578,C101043,2022-11-05 00:00:00,whatsapp,billing,269.0,0.0
T28036,C101459,2025-01-15 00:00:00,whatsapp,billing,53.0,0.0
T57755,C101067,31/03/2024 00:00,chat,general,126.0,1.0
T95078,C101403,10/10/2023 00:00,phone,,299.0,0.0
T39536,C100890,2023-08-16 00:00:00,phone,technical,107.0,
T73904,C101381,2022-10-26 00:00:00,chat,general,269.0,
T56981,C100995,26/03/2023 00:00,email,,129.0,0.0
T50602,C101023,2022-09-10 00:00:00,,billing,293.0,
T20868,C100028,16/02/2024 00:00,chat,,177.0,
T63086,C100431,2023-08-18 00:00:00,chat,,187.0,0.0
T36620,C100040,2021-10-01 00:00:00,chat,,126.0,
T43614,C100955,2022-12-21 00:00:00,email,billing,,
T31401,C100961,2022-12-18 00:00:00,whatsapp,??,131.0,0.0
T79318,C101043,2024-04-27 00:00:00,phone,,,0.0
T32213,C100619,2023-08-09 00:00:00,chat,billing,260.0,1.0
T96791,C101132,09/11/2024 00:00,whatsapp,??,,1.0
T46265,C100391,2023-01-26 00:00:00,chat,??,170.0,0.0
T74928,C101494,2024-08-22 00:00:00,chat,,233.0,
T35418,C101498,26/02/2024 00:00,,,30.0,0.0
T65878,C100755,2024-10-11 00:00:00,,??,194.0,1.0
T79934,C101138,02/06/2022 00:00,chat,,286.0,0.0
T37058,C100795,2024-01-15 00:00:00,email,,226.0,
T42902,C100022,2022-01-27 00:00:00,chat,??,269.0,0.0
T93675,C100469,2021-04-07 00:00:00,chat,technical,256.0,
T92668,C100808,02/10/2022 00:00,phone,technical,223.0,1.0
T96036,C100260,2021-05-20 00:00:00,,,,
T70874,C100408,2023-11-08 00:00:00,phone,,25.0,
T31261,C101273,28/09/2021 00:00,chat,technical,222.0,0.0
T21119,C100721,2023-10-23 00:00:00,email,??,230.0,
T96024,C100128,22/05/2023 00:00,email,general,193.0,1.0
T75126,C100753,27/10/2023 00:00,email,,57.0,0.0
T58767,C101424,2023-04-26 00:00:00,,billing,132.0,1.0
T68582,C101236,2023-08-13 00:00:00,email,??,248.0,
T49730,C100639,2022-02-06 00:00:00,chat,billing,32.0,0.0
T71758,C101165,19/05/2024 00:00,email,billing,73.0,0.0
T71702,C100106,27/05/2021 00:00,phone,general,71.0,1.0
T57283,C100795,2024-04-16 00:00:00,email,,,1.0
T11901,C100773,2024-03-16 00:00:00,phone,,103.0,0.0
T42852,C100144,27/08/2022 00:00,chat,billing,259.0,
T33409,C101260,21/11/2024 00:00,whatsapp,general,28.0,
T41698,C101000,12/05/2022 00:00,,billing,212.0,0.0
T95802,C100865,17/02/2024 00:00,phone,,72.0,0.0
T29719,C101376,05/07/2021 00:00,whatsapp,,88.0,1.0
T46936,C100044,2022-08-13 00:00:00,email,general,201.0,
T47379,C100185,11/10/2023 00:00,whatsapp,technical,213.0,0.0
T44518,C101125,2025-01-04 00:00:00,phone,billing,17.0,
T23411,C100235,2024-07-09 00:00:00,chat,general,108.0,1.0
T32934,C100842,01/07/2021 00:00,whatsapp,??,97.0,0.0
T48520,C100470,2023-10-13 00:00:00,chat,technical,187.0,
T13769,C100554,2022-07-18 00:00:00,,??,169.0,0.0
T55493,C100014,21/12/2022 00:00,,??,167.0,
T68938,C100150,29/06/2023 00:00,chat,technical,200.0,0.0
T86280,C100203,2022-11-21 00:00:00,whatsapp,,59.0,1.0
T34001,C100786,2023-06-08 00:00:00,phone,general,170.0,1.0
T70758,C100708,10/04/2024 00:00,chat,general,278.0,
T77125,C100497,2023-01-07 00:00:00,email,??,53.0,
T47506,C101329,2024-09-28 00:00:00,,technical,271.0,
